,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetTorch,0.7592592592592593,0.65,accuracy,0.010694503784179688,0.007002830505371094,10.468300580978394,0.010694503784179688,0.007002830505371094,10.468300580978394,1,True,12
1,XGBoost,0.7283950617283951,0.732,accuracy,0.08154129981994629,0.0029997825622558594,0.7623636722564697,0.08154129981994629,0.0029997825622558594,0.7623636722564697,1,True,11
2,LightGBMXT,0.7222222222222222,0.712,accuracy,0.036391258239746094,0.007999181747436523,1.0696086883544922,0.036391258239746094,0.007999181747436523,1.0696086883544922,1,True,4
3,ExtraTreesGini,0.6851851851851852,0.668,accuracy,0.1325843334197998,0.08703184127807617,0.6766011714935303,0.1325843334197998,0.08703184127807617,0.6766011714935303,1,True,9
4,NeuralNetFastAI,0.6790123456790124,0.566,accuracy,0.023471593856811523,0.02939891815185547,2.761640787124634,0.023471593856811523,0.02939891815185547,2.761640787124634,1,True,3
5,CatBoost,0.6728395061728395,0.722,accuracy,0.007005929946899414,0.0020079612731933594,2.3606960773468018,0.007005929946899414,0.0020079612731933594,2.3606960773468018,1,True,8
6,ExtraTreesEntr,0.6666666666666666,0.672,accuracy,0.10496854782104492,0.06096792221069336,0.6675536632537842,0.10496854782104492,0.06096792221069336,0.6675536632537842,1,True,10
7,WeightedEnsemble_L2,0.654320987654321,0.74,accuracy,0.09691333770751953,0.010024309158325195,1.7205195426940918,0.0022513866424560547,0.0020215511322021484,0.13248658180236816,2,True,14
8,KNeighborsDist,0.6419753086419753,0.562,accuracy,0.025956153869628906,0.01767110824584961,0.004014492034912109,0.025956153869628906,0.01767110824584961,0.004014492034912109,1,True,2
9,KNeighborsUnif,0.6358024691358025,0.572,accuracy,0.022661924362182617,0.016515016555786133,0.006026744842529297,0.022661924362182617,0.016515016555786133,0.006026744842529297,1,True,1
10,LightGBMLarge,0.6296296296296297,0.722,accuracy,0.024275779724121094,0.006761789321899414,2.415231943130493,0.024275779724121094,0.006761789321899414,2.415231943130493,1,True,13
11,RandomForestGini,0.5246913580246914,0.696,accuracy,0.08784270286560059,0.05034041404724121,0.6447179317474365,0.08784270286560059,0.05034041404724121,0.6447179317474365,1,True,6
12,LightGBM,0.5123456790123457,0.726,accuracy,0.013120651245117188,0.0050029754638671875,0.8256692886352539,0.013120651245117188,0.0050029754638671875,0.8256692886352539,1,True,5
13,RandomForestEntr,0.5,0.698,accuracy,0.07182979583740234,0.0391688346862793,0.6869103908538818,0.07182979583740234,0.0391688346862793,0.6869103908538818,1,True,7
