,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestEntr,0.7023411371237458,0.664,accuracy,0.07555556297302246,0.05819416046142578,0.746842622756958,0.07555556297302246,0.05819416046142578,0.746842622756958,1,True,7
1,CatBoost,0.6989966555183946,0.692,accuracy,0.009992599487304688,0.0009098052978515625,3.633800506591797,0.009992599487304688,0.0009098052978515625,3.633800506591797,1,True,8
2,LightGBMLarge,0.6923076923076923,0.688,accuracy,0.013482809066772461,0.003999948501586914,1.7763938903808594,0.013482809066772461,0.003999948501586914,1.7763938903808594,1,True,13
3,RandomForestGini,0.68561872909699,0.658,accuracy,0.09151220321655273,0.06316733360290527,0.663156270980835,0.09151220321655273,0.06316733360290527,0.663156270980835,1,True,6
4,WeightedEnsemble_L2,0.6722408026755853,0.712,accuracy,0.16823434829711914,0.07712507247924805,11.95416808128357,0.0027246475219726562,0.0009951591491699219,0.1198737621307373,2,True,14
5,LightGBMXT,0.6688963210702341,0.674,accuracy,0.03499960899353027,0.0149688720703125,1.6720101833343506,0.03499960899353027,0.0149688720703125,1.6720101833343506,1,True,4
6,XGBoost,0.6688963210702341,0.694,accuracy,0.05099654197692871,0.002999544143676758,0.832395076751709,0.05099654197692871,0.002999544143676758,0.832395076751709,1,True,11
7,LightGBM,0.6622073578595318,0.706,accuracy,0.010001420974731445,0.00496363639831543,0.7800767421722412,0.010001420974731445,0.00496363639831543,0.7800767421722412,1,True,5
8,ExtraTreesGini,0.6555183946488294,0.648,accuracy,0.09404802322387695,0.051709890365600586,0.8439028263092041,0.09404802322387695,0.051709890365600586,0.8439028263092041,1,True,9
9,ExtraTreesEntr,0.6488294314381271,0.646,accuracy,0.16707301139831543,0.04712080955505371,0.6499922275543213,0.16707301139831543,0.04712080955505371,0.6499922275543213,1,True,10
10,NeuralNetTorch,0.5953177257525084,0.63,accuracy,0.012999534606933594,0.004999399185180664,9.558666229248047,0.012999534606933594,0.004999399185180664,9.558666229248047,1,True,12
11,KNeighborsDist,0.5618729096989966,0.532,accuracy,0.020577669143676758,0.02081584930419922,0.004996299743652344,0.020577669143676758,0.02081584930419922,0.004996299743652344,1,True,2
12,NeuralNetFastAI,0.5484949832775919,0.566,accuracy,0.02099323272705078,0.008949041366577148,2.889169216156006,0.02099323272705078,0.008949041366577148,2.889169216156006,1,True,3
13,KNeighborsUnif,0.5418060200668896,0.524,accuracy,0.02498340606689453,0.017011404037475586,0.006995201110839844,0.02498340606689453,0.017011404037475586,0.006995201110839844,1,True,1
