,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMLarge,0.7525083612040134,0.704,accuracy,0.0059986114501953125,0.003999233245849609,1.6400835514068604,0.0059986114501953125,0.003999233245849609,1.6400835514068604,1,True,13
1,RandomForestEntr,0.7357859531772575,0.706,accuracy,0.07612371444702148,0.047589778900146484,0.6996889114379883,0.07612371444702148,0.047589778900146484,0.6996889114379883,1,True,7
2,CatBoost,0.7324414715719063,0.708,accuracy,0.009015321731567383,0.002004861831665039,3.4754703044891357,0.009015321731567383,0.002004861831665039,3.4754703044891357,1,True,8
3,WeightedEnsemble_L2,0.7324414715719063,0.742,accuracy,0.1787705421447754,0.05852532386779785,5.826652765274048,0.003999948501586914,0.0009984970092773438,0.1249387264251709,2,True,14
4,LightGBM,0.7224080267558528,0.718,accuracy,0.0049991607666015625,0.004421710968017578,0.7392013072967529,0.0049991607666015625,0.004421710968017578,0.7392013072967529,1,True,5
5,XGBoost,0.7224080267558528,0.728,accuracy,0.08463239669799805,0.0035104751586914062,0.787353515625,0.08463239669799805,0.0035104751586914062,0.787353515625,1,True,11
6,RandomForestGini,0.7224080267558528,0.7,accuracy,0.09136438369750977,0.0475311279296875,0.7254776954650879,0.09136438369750977,0.0475311279296875,0.7254776954650879,1,True,6
7,ExtraTreesGini,0.7090301003344481,0.678,accuracy,0.11076974868774414,0.06003260612487793,0.7023811340332031,0.11076974868774414,0.06003260612487793,0.7023811340332031,1,True,9
8,LightGBMXT,0.7023411371237458,0.694,accuracy,0.022911787033081055,0.008001089096069336,1.070119857788086,0.022911787033081055,0.008001089096069336,1.070119857788086,1,True,4
9,ExtraTreesEntr,0.6755852842809364,0.67,accuracy,0.1562645435333252,0.05652499198913574,0.7645962238311768,0.1562645435333252,0.05652499198913574,0.7645962238311768,1,True,10
10,NeuralNetTorch,0.6321070234113713,0.626,accuracy,0.01100015640258789,0.009980201721191406,10.386363744735718,0.01100015640258789,0.009980201721191406,10.386363744735718,1,True,12
11,KNeighborsUnif,0.5518394648829431,0.568,accuracy,0.021138668060302734,0.0169832706451416,0.005015134811401367,0.021138668060302734,0.0169832706451416,0.005015134811401367,1,True,1
12,KNeighborsDist,0.5484949832775919,0.59,accuracy,0.022481918334960938,0.019983291625976562,0.007017850875854492,0.022481918334960938,0.019983291625976562,0.007017850875854492,1,True,2
13,NeuralNetFastAI,0.5250836120401338,0.564,accuracy,0.018742084503173828,0.015935420989990234,2.1262497901916504,0.018742084503173828,0.015935420989990234,2.1262497901916504,1,True,3
