,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost,0.7424749163879598,0.702,accuracy,0.054531097412109375,0.005997657775878906,1.3075134754180908,0.054531097412109375,0.005997657775878906,1.3075134754180908,1,True,11
1,LightGBM,0.7224080267558528,0.708,accuracy,0.009002208709716797,0.0050013065338134766,0.859731912612915,0.009002208709716797,0.0050013065338134766,0.859731912612915,1,True,5
2,RandomForestEntr,0.705685618729097,0.68,accuracy,0.08063435554504395,0.0373380184173584,0.7507259845733643,0.08063435554504395,0.0373380184173584,0.7507259845733643,1,True,7
3,WeightedEnsemble_L2,0.705685618729097,0.726,accuracy,0.15119528770446777,0.08425188064575195,4.2311625480651855,0.004997730255126953,0.0009505748748779297,0.11574530601501465,2,True,14
4,CatBoost,0.6923076923076923,0.688,accuracy,0.007035493850708008,0.0009989738464355469,2.33565092086792,0.007035493850708008,0.0009989738464355469,2.33565092086792,1,True,8
5,RandomForestGini,0.6923076923076923,0.694,accuracy,0.08050870895385742,0.04911661148071289,0.747535228729248,0.08050870895385742,0.04911661148071289,0.747535228729248,1,True,6
6,LightGBMLarge,0.68561872909699,0.714,accuracy,0.031002044677734375,0.007992029190063477,2.503133535385132,0.031002044677734375,0.007992029190063477,2.503133535385132,1,True,13
7,ExtraTreesGini,0.68561872909699,0.666,accuracy,0.08749032020568848,0.05719470977783203,0.6422297954559326,0.08749032020568848,0.05719470977783203,0.6422297954559326,1,True,9
8,LightGBMXT,0.6688963210702341,0.69,accuracy,0.07531881332397461,0.04214143753051758,2.4196226596832275,0.07531881332397461,0.04214143753051758,2.4196226596832275,1,True,4
9,ExtraTreesEntr,0.6655518394648829,0.658,accuracy,0.11156415939331055,0.04800844192504883,0.6553473472595215,0.11156415939331055,0.04800844192504883,0.6553473472595215,1,True,10
10,NeuralNetTorch,0.5719063545150501,0.616,accuracy,0.011997699737548828,0.0049419403076171875,10.215731143951416,0.011997699737548828,0.0049419403076171875,10.215731143951416,1,True,12
11,KNeighborsDist,0.5451505016722408,0.548,accuracy,0.025684595108032227,0.02119135856628418,0.0050165653228759766,0.025684595108032227,0.02119135856628418,0.0050165653228759766,1,True,2
12,KNeighborsUnif,0.5250836120401338,0.536,accuracy,0.02442789077758789,0.01663947105407715,0.0050160884857177734,0.02442789077758789,0.01663947105407715,0.0050160884857177734,1,True,1
13,NeuralNetFastAI,0.48494983277591974,0.55,accuracy,0.02635502815246582,0.00789952278137207,2.8625471591949463,0.02635502815246582,0.00789952278137207,2.8625471591949463,1,True,3
