Participant,Level,Label,Pupil Diameter Max,Pupil Diameter Min,Pupil Diameter Mean,Blink Count,Blink Duration Max,Blink Duration Mean,Fixation Count,Fixation Duration Max,Fixation Duration Min,Fixation Duration Mean,Fixation Dispersion Max,Fixation Dispersion Min,Fixation Dispersion Mean,Saccade Count,Saccade Duration Max,Saccade Duration Min,Saccade Duration Mean,Saccade Amplitude Max,Saccade Amplitude Min,Saccade Amplitude Mean,Saccade Peak Velocity Max,Saccade Peak Velocity Min,Saccade Peak Velocity Mean,Saccade Peak Acceleration Max,Saccade Peak Acceleration Min,Saccade Peak Acceleration Mean,Saccade Peak Deceleration Max,Saccade Peak Deceleration Min,Saccade Peak Deceleration Mean,Saccade Direction Max,Saccade Direction Min,Saccade Direction Mean
1030,1,2,5.0,3.0,4.15288000702858,54,0.15900000000000603,0.08790000000000049,303,1139.0,140.0,639.7260726072607,1.84481734239681,0.12143349655034,0.9912993655391404,121,219.0,20.0,126.35537190082644,28.1710353149649,1.7997306633813,10.287516314507156,478.601386071177,30.6400413193284,155.0109263554088,7041.10404871934,140.758874868138,2517.894662908282,-577.187225873741,-6324.20448761682,-2237.2370403453037,359.904187748987,4.27415953660035,182.62810005200885
1030,1,2,5.0,2.4600000381469727,3.9400400092601773,12,0.060000000000002274,0.014285714285713473,358,1719.0,60.0,799.5209497206704,2.13197774509702,0.183668120543469,1.0641499700673769,124,240.0,40.0,142.0241935483871,20.2225724481711,0.426944538602471,13.469326083063763,255.663821874381,34.1488529567458,171.04828882914194,4994.11973254174,311.160238320424,3336.2162237435296,-14.5972316128379,-5559.62504711529,-3384.048801318873,345.486450064756,2.42976359671703,181.8160831305739
1030,1,3,5.0,2.7300000190734863,4.005790006160736,59,0.2599999999999909,0.0978999999999985,237,960.0,60.0,526.3881856540085,1.35802766522867,0.0407448087580384,0.8503101506119481,156,240.0,19.5,125.76602564102564,30.2676105303502,0.743512585507956,8.564259102340374,737.531631969477,33.0794412509172,199.69859896252422,23871.8713508846,2.33872095630829,4348.5807105395315,-132.337942861655,-11849.8017273696,-3986.4134108376797,359.507145235808,2.42976359671703,172.0603653203375
1030,1,2,5.0,3.039999961853028,4.131210009336472,34,0.09999999999999432,0.04799999999999329,361,1039.0,60.0,551.4016620498614,1.42864039011337,0.125476436684512,0.8309616735856614,85,160.0,20.0,88.41176470588235,23.5310891788714,0.732581258717554,10.078545066002594,366.909802317971,30.0248160551863,168.2453794000698,10605.3259921763,267.133513500838,3472.95167848899,-54.0359342309211,-9643.42188063402,-3913.8377327887297,356.33806442448,55.6196552761551,174.26433480398083
1030,1,2,5.0,2.700000047683716,4.078690011739731,54,0.18000000000000682,0.07818181818181942,328,1299.0,80.0,608.4939024390244,1.95110965469351,0.154071062243427,0.8275852386733501,104,279.0,20.0,114.65384615384616,23.394775112757,0.641694953323355,10.360868665998925,375.485155748301,30.5828908845295,168.6358993838008,8471.59737632072,245.49518364326,3407.5382699945985,-47.4864744506508,-6945.38404200211,-3901.52590628667,306.869897645844,37.0928372970415,194.84081339806747
1030,1,2,5.539999961853027,2.3599998950958248,4.205910012722015,82,0.4000000000000057,0.11658333333333577,274,880.0,60.0,418.7810218978102,0.963236751078117,0.0529290576516974,0.6110203729998059,129,220.0,20.0,116.68217054263566,23.9128408139878,0.66703864899664,12.068888117968463,897.216506582557,30.5015460417161,216.56024015862153,18675.2109900642,68.193074495165,4543.409592939198,-25.6155300713651,-14190.4345323361,-4897.156790906353,350.555861155221,17.4044754170859,177.44257394747308
1030,1,2,5.0,2.650000095367432,4.118570001840592,83,0.3400000000000034,0.11824999999999382,276,780.0,60.0,480.6159420289855,2.17309130694925,0.169804396502271,1.0375530821212273,121,240.0,19.5,123.21900826446281,22.5282986240269,0.684941071238616,9.612967050679606,605.330588765911,32.3941895475606,176.27984091672323,20321.7720671479,125.980292360844,4321.984349305746,-41.7695950870488,-7432.35768230687,-3701.9294882591043,334.352826707526,5.02646452396271,158.25037492145938
1030,1,1,5.0,3.150000095367432,4.160040000915528,71,0.2600000000000193,0.10909090909090806,257,760.0,60.0,465.8054474708171,1.25981820554673,0.168071655739361,0.6842740517561953,141,280.0,19.5,128.4822695035461,22.548625481013,0.690805444237993,7.181692225106573,586.195779030667,32.3689567393615,163.4222202366958,14373.928290977,225.417636236796,3837.614770628242,-48.9834304565996,-22858.6633603275,-4584.810470970548,349.992020198559,25.6021875514417,174.07298571557368
1030,1,1,6.480000019073486,2.6600000858306885,4.115830011129379,41,0.33899999999999864,0.07099999999999795,289,820.0,60.0,438.87543252595157,2.40658878608248,0.153098229290974,0.9567851311493406,136,220.0,20.0,118.19852941176471,19.9693955837081,0.618456733969455,11.10801651694648,786.246343605952,31.4323336564064,205.92410404012867,16686.4396170068,215.76881895539,4680.283092136031,-111.531692814077,-10138.950115222,-3221.528440092082,353.91612349378,7.81529354676681,187.46307273169703
1030,1,1,5.0,3.1099998950958248,4.039760005712509,46,0.37999999999999545,0.11142857142856753,325,819.0,60.0,525.6769230769231,1.92224510978665,0.198105076891697,0.9300676199756054,89,140.0,19.5,86.45505617977528,20.1207281702339,0.647950886132677,8.02349129981672,279.612448322078,30.2634009352315,136.95137308351335,6085.57090066802,441.197920656827,2644.393344038773,-197.660424527496,-7010.44942486407,-2610.4975969140387,352.858313363668,48.0127875041833,199.1096697419447
1030,1,1,5.0,2.5199999809265137,4.102870012044907,94,0.478999999999985,0.1677999999999969,263,1239.0,60.0,567.9315589353612,1.33057909940823,0.129103784937524,0.7941631772280165,131,499.0,20.0,162.09923664122138,35.8041998635218,0.708950656858948,12.079409968612374,543.800583298446,30.3198473646927,182.1810118572619,12590.2409644387,19.5893081677783,3694.1648530951024,-141.365360299428,-9953.43450764476,-2973.518521196978,351.319581574929,0.0,131.10829709153057
1030,1,1,5.0,2.950000047683716,4.0460100035667415,41,0.22000000000002728,0.08249999999999602,347,1240.0,60.0,713.8530259365995,1.92172311910466,0.0403095705822302,0.886940756417203,91,160.0,19.5,83.64285714285714,20.8101118566761,0.566245652615537,6.704145704734072,261.274776227728,34.7830502523675,128.79288649151363,7482.78746870513,511.595518223255,2755.5201001596774,-202.087707616185,-7377.73320508854,-2671.530866346321,352.588507140821,42.7688253919688,175.93552027092613
1030,1,1,5.0,2.970000028610229,4.046980002403259,62,0.2400000000000091,0.1039999999999992,281,1039.0,80.0,492.2135231316726,0.907829879662807,0.139301605898794,0.5804998109469834,130,359.0,20.0,150.54615384615386,22.1541101711421,0.660511179574115,8.534260688106148,465.427883534081,30.0912104092324,178.82837517823924,10722.137363631,382.279777552448,3825.351501867177,-71.2524558031447,-8197.53284273862,-4143.610461076518,353.844831656726,0.318306611451348,171.67288333336055
1030,1,1,5.0,2.8399999141693115,4.206919997215271,113,0.4199999999999875,0.13060000000000022,264,1139.0,60.0,505.375,1.5441697896751,0.0896536821458708,0.691873266203575,108,300.0,20.0,92.56481481481481,42.061152159442,0.68624859653407,9.728836954974524,451.31968516288,35.1880570058541,160.22578478210838,9226.30707698103,534.358320138214,2957.533860970848,-3.48960400980509,-9842.40539739739,-3585.0378854890832,356.56636963755,2.86240522611159,203.86134480039829
1030,1,1,5.0,2.900000095367432,4.1050099997520455,71,0.22000000000002728,0.08142857142857451,271,979.0,60.0,451.2011070110701,1.58257625346897,0.169568793008035,0.8407217052679538,133,160.0,20.0,91.72932330827068,24.9150719266919,0.599317319728867,8.249362571524683,400.068717722473,30.0752634768742,153.91585924923675,9686.15300832024,134.280362402435,3353.655003527845,-3.15118600109656,-12937.2919865503,-3121.4083109067064,349.114472945341,3.35240724710304,186.50163649778864
1030,1,1,5.0,1.6599999666213987,4.22204001390934,79,0.3199999999999932,0.10138461538462287,292,999.0,60.0,528.2808219178082,1.73218041732911,0.198136499634711,0.8902216181349564,105,240.0,20.0,113.33333333333333,25.8959196207684,0.708950656858948,9.114219449845395,587.479130234028,30.8842126008122,156.49896765957044,14806.5970952797,105.340147234189,3487.957199413039,-41.1190042987247,-7814.86704935162,-2929.967719090656,352.688353107533,1.61353893288109,166.19851667854743
1030,1,1,5.0,2.700000047683716,4.086239995002747,38,0.22000000000002728,0.08857142857143734,324,1459.0,79.5,806.4320987654321,1.22662267065196,0.0695502014028821,0.7992780121979631,91,160.0,20.0,97.23626373626374,20.2424527960087,1.05671480672931,10.231944209894857,588.829446774594,36.1140220459158,175.16038619769154,18891.5790569769,334.574777046438,3895.915573380036,-55.168685254726,-6535.37234592961,-3260.3986812443127,308.821103422503,7.57544558760002,159.69681762920325
