,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT,0.7959866220735786,0.77,accuracy,0.02955174446105957,0.007005214691162109,0.9663190841674805,0.02955174446105957,0.007005214691162109,0.9663190841674805,1,True,3
1,LightGBM,0.7859531772575251,0.812,accuracy,0.01100015640258789,0.004000425338745117,0.4971189498901367,0.01100015640258789,0.004000425338745117,0.4971189498901367,1,True,4
2,WeightedEnsemble_L2,0.7859531772575251,0.812,accuracy,0.012997627258300781,0.004000425338745117,0.619739294052124,0.0019974708557128906,0.0,0.1226203441619873,2,True,14
3,RandomForestEntr,0.7792642140468228,0.776,accuracy,0.06793689727783203,0.0376887321472168,0.6558520793914795,0.06793689727783203,0.0376887321472168,0.6558520793914795,1,True,6
4,CatBoost,0.7692307692307693,0.808,accuracy,0.007014036178588867,0.0,1.2293565273284912,0.007014036178588867,0.0,1.2293565273284912,1,True,7
5,XGBoost,0.7692307692307693,0.804,accuracy,0.02201557159423828,0.003000497817993164,0.6311078071594238,0.02201557159423828,0.003000497817993164,0.6311078071594238,1,True,11
6,RandomForestGini,0.7692307692307693,0.766,accuracy,0.10860586166381836,0.05089116096496582,0.6011290550231934,0.10860586166381836,0.05089116096496582,0.6011290550231934,1,True,5
7,LightGBMLarge,0.7658862876254181,0.782,accuracy,0.008002996444702148,0.004000663757324219,0.946533203125,0.008002996444702148,0.004000663757324219,0.946533203125,1,True,13
8,ExtraTreesEntr,0.7491638795986622,0.732,accuracy,0.1650850772857666,0.061112403869628906,0.7373335361480713,0.1650850772857666,0.061112403869628906,0.7373335361480713,1,True,9
9,ExtraTreesGini,0.745819397993311,0.746,accuracy,0.09055781364440918,0.04979348182678223,0.7004885673522949,0.09055781364440918,0.04979348182678223,0.7004885673522949,1,True,8
10,NeuralNetTorch,0.725752508361204,0.708,accuracy,0.009999990463256836,0.005998849868774414,3.7719779014587402,0.009999990463256836,0.005998849868774414,3.7719779014587402,1,True,12
11,NeuralNetFastAI,0.7123745819397993,0.698,accuracy,0.02799510955810547,0.010293722152709961,1.9655959606170654,0.02799510955810547,0.010293722152709961,1.9655959606170654,1,True,10
12,KNeighborsDist,0.6655518394648829,0.65,accuracy,0.037999629974365234,0.01770782470703125,0.00400853157043457,0.037999629974365234,0.01770782470703125,0.00400853157043457,1,True,2
13,KNeighborsUnif,0.6488294314381271,0.66,accuracy,0.02790975570678711,0.019462108612060547,0.004006862640380859,0.02790975570678711,0.019462108612060547,0.004006862640380859,1,True,1
