,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost,0.5592105263157895,0.7864271457085829,accuracy,0.010239839553833008,0.0019998550415039062,0.4429934024810791,0.010239839553833008,0.0019998550415039062,0.4429934024810791,1,True,11
1,RandomForestEntr,0.5328947368421053,0.7844311377245509,accuracy,0.06573271751403809,0.04902052879333496,0.6026449203491211,0.06573271751403809,0.04902052879333496,0.6026449203491211,1,True,6
2,RandomForestGini,0.5263157894736842,0.7704590818363274,accuracy,0.07500457763671875,0.035781145095825195,0.6198945045471191,0.07500457763671875,0.035781145095825195,0.6198945045471191,1,True,5
3,ExtraTreesEntr,0.5131578947368421,0.7704590818363274,accuracy,0.08230209350585938,0.050394535064697266,0.5944597721099854,0.08230209350585938,0.050394535064697266,0.5944597721099854,1,True,9
4,LightGBM,0.5,0.7964071856287425,accuracy,0.006997823715209961,0.0050013065338134766,0.7404139041900635,0.006997823715209961,0.0050013065338134766,0.7404139041900635,1,True,4
5,NeuralNetFastAI,0.5,0.7145708582834331,accuracy,0.015956878662109375,0.01621842384338379,2.3106508255004883,0.015956878662109375,0.01621842384338379,2.3106508255004883,1,True,10
6,LightGBMLarge,0.4934210526315789,0.782435129740519,accuracy,0.020004749298095703,0.006131887435913086,1.446751594543457,0.020004749298095703,0.006131887435913086,1.446751594543457,1,True,13
7,ExtraTreesGini,0.4934210526315789,0.7584830339321357,accuracy,0.08488941192626953,0.08800387382507324,0.7926516532897949,0.08488941192626953,0.08800387382507324,0.7926516532897949,1,True,8
8,LightGBMXT,0.4868421052631579,0.7864271457085829,accuracy,0.01100921630859375,0.005001068115234375,0.7697296142578125,0.01100921630859375,0.005001068115234375,0.7697296142578125,1,True,3
9,WeightedEnsemble_L2,0.4868421052631579,0.810379241516966,accuracy,0.19694161415100098,0.12006878852844238,11.328653335571289,0.003000974655151367,0.0010035037994384766,0.09853029251098633,2,True,14
10,NeuralNetTorch,0.48026315789473684,0.7385229540918163,accuracy,0.00899958610534668,0.006042957305908203,5.743795871734619,0.00899958610534668,0.006042957305908203,5.743795871734619,1,True,12
11,CatBoost,0.46710526315789475,0.7944111776447106,accuracy,0.005098581314086914,0.0009992122650146484,2.2597978115081787,0.005098581314086914,0.0009992122650146484,2.2597978115081787,1,True,7
12,KNeighborsUnif,0.46710526315789475,0.6806387225548902,accuracy,0.028012752532958984,0.017058610916137695,0.0049991607666015625,0.028012752532958984,0.017058610916137695,0.0049991607666015625,1,True,1
13,KNeighborsDist,0.45394736842105265,0.6746506986027944,accuracy,0.03174710273742676,0.01789069175720215,0.00400090217590332,0.03174710273742676,0.01789069175720215,0.00400090217590332,1,True,2
